District,Shehia,subvillage,vacc_date,dogs_vaccinated,Cats_vaccinated,total_dog_estimate
Wete,Mtambwe Kaskazini,Miembe Miziz,20/08/2019,6,0,6
Wete,Mtambwe Kaskazini,Kinyasini,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Kele,20/08/2019,7,0,7
Wete,Mtambwe Kaskazini,Kele,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Mt. Mkuu,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,4,0,4
Wete,Mtambwe Kaskazini,Nyali,20/08/2019,3,0,3
Wete,Mtambwe Kaskazini,Nyali,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Mchangani,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Nyali,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Uwondwe,20/08/2019,3,0,3
Wete,Mtambwe Kaskazini,Kwa Nuhu,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,3,0,3
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,7,0,7
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Kidundo,20/08/2019,7,0,7
Wete,Mtambwe Kaskazini,Kidundo,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Kidundo,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Jambaji,20/08/2019,0,0,2
Wete,Mtambwe Kaskazini,Keche,20/08/2019,1,0,2
Wete,Mtambwe Kaskazini,Uwondwe Hosp,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,1,0,1
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,0,0,2
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,1,0,6
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,2,0,2
Wete,Mtambwe Kaskazini,Mkunguni,20/08/2019,0,0,6
Wete,Mtambwe Kaskazini,Mchangani,20/08/2019,5,0,5
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,2,0,1
Wete,Mtambwe Kaskazini,Mpakanjia,20/08/2019,0,0,1
Wete,Mtambwe Kusini,Kinazini,20/08/2019,1,0,1
Wete,Mtambwe Kusini,Kinazini,20/08/2019,1,0,1
Wete,Mtambwe Kusini,Kinazini,20/08/2019,0,0,1
Wete,Mtambwe Kusini,Kivumoni,20/08/2019,0,0,1
Wete,Mtambwe Kusini,Bwagamoyo,20/08/2019,3,0,4
Wete,Limbani,Limbani,20/08/2019,0,0,3
Wete,Limbani,Limbani,20/08/2019,3,0,3
Wete,Limbani,Limbani,20/08/2019,3,0,3
Wete,Limbani,Mikindani,20/08/2019,0,0,1
Wete,Limbani,Mikindani,20/08/2019,1,0,2
Wete,Limbani,Mikindani,20/08/2019,0,0,2
Wete,Limbani,Mikindani,20/08/2019,1,0,1
Wete,Limbani,Muhimbili,20/08/2019,0,0,3
Wete,Limbani,Weni,20/08/2019,0,0,2
Wete,Utaani,Utaani,20/08/2019,3,0,3
Wete,Kizimbani,Baghani,20/08/2019,2,0,5
Wete,Kizimbani,Kizimbani,20/08/2019,4,0,4
Wete,Kizimbani,Uzunguni,20/08/2019,1,0,1
Wete,Kizimbani,Uzunguni,20/08/2019,2,0,2
Wete,Kizimbani,K.skuli,20/08/2019,2,0,2
Wete,Gando,Chokaani,20/08/2019,2,0,2
Wete,Gando,Chokaani,20/08/2019,0,0,4
Wete,Gando,Madenjani,20/08/2019,3,0,3
Wete,Gando,Bagamoyo,20/08/2019,3,0,3
Wete,Gando,Sokoni,20/08/2019,4,0,4
Wete,Gando,Junguni,20/08/2019,0,0,6
Wete,Gando,Mabandani,20/08/2019,10,0,10
Wete,Gando,Raha,20/08/2019,5,0,8
Wete,Gando,Kiwenga,20/08/2019,0,0,2
Wete,Pandani,Kilimni,20/08/2019,2,0,2
Wete,Pandani,Kilimni,20/08/2019,2,0,2
Wete,Pandani,Mvimbe,20/08/2019,7,0,7
Wete,Pandani,Mvimbe,20/08/2019,10,0,10
Wete,Pandani,Mvimbe,20/08/2019,1,0,1
Wete,Pandani,Kwamwewe,20/08/2019,7,0,7
Wete,Pandani,Mlindo,20/08/2019,4,0,4
Wete,Pandani,Mtemani,20/08/2019,4,0,4
Wete,Pandani,Masipa,20/08/2019,5,0,5
Wete,Pandani,Pandani,20/08/2019,1,0,1
Wete,Finya,Finya,21/08/2019,3,0,6
Wete,Finya,Finya,21/08/2019,3,0,3
Wete,Finya,Finya,21/08/2019,3,0,7
Wete,Finya,Finya,21/08/2019,3,0,4
Wete,Finya,Finya,21/08/2019,2,0,3
Wete,Finya,Finya,21/08/2019,0,0,4
Wete,Finya,Finya,21/08/2019,8,0,8
Wete,Finya,Selemu Finya,21/08/2019,1,0,1
Wete,Finya,Baharen,21/08/2019,1,0,1
Wete,Finya,Baharen,21/08/2019,3,0,3
Wete,Mlindo,Mlindo,21/08/2019,4,0,4
Wete,Mlindo,Mlindo,21/08/2019,9,0,10
Wete,Mlindo,Mlindo,21/08/2019,0,0,6
Wete,Mlindo,Mtakuja,21/08/2019,0,0,1
Wete,Mlindo,Mtakuja,21/08/2019,0,0,1
Wete,Mlindo,Kiungoni,21/08/2019,3,0,3
Wete,Mlindo,Jenga yako,21/08/2019,6,0,6
Wete,Mlindo,King Kimango,21/08/2019,0,0,5
Wete,Mlindo,King Kimango,21/08/2019,0,0,3
Wete,Mlindo,King Kimango,21/08/2019,0,0,4
Wete,Mlindo,King Kimango,21/08/2019,0,0,2
Wete,Mlindo,King Kimango,21/08/2019,0,0,3
Wete,Kinyasini,Ranguni,21/08/2019,2,0,5
Wete,Kinyasini,Taifu,21/08/2019,0,0,5
Wete,Kinyasini,Taifu,21/08/2019,2,0,3
Wete,Kinyasini,Makundeni,21/08/2019,3,0,4
Wete,Kinyasini,Kinyasini,21/08/2019,4,0,4
Wete,Kinyasini,Kinyasini,21/08/2019,0,0,3
Wete,Kinyasini,Mikarafuun,21/08/2019,0,0,1
Wete,Kinyasini,Bungala,21/08/2019,2,0,3
Wete,Mgogoni,Mgogoni,21/08/2019,2,0,2
Wete,Mgogoni,Mgogoni,21/08/2019,2,0,2
Wete,Mgogoni,Mgogoni,21/08/2019,3,0,3
Wete,Chwale,Madenjani,21/08/2019,1,0,1
Wete,Chwale,Mwane,21/08/2019,4,0,4
Wete,Chwale,Kigawani,21/08/2019,7,0,7
Wete,Chwale,Mchangani,21/08/2019,7,0,7
Wete,Chwale,Masota,21/08/2019,4,0,4
Wete,Chwale,Sokoni,21/08/2019,2,0,2
Wete,Chwale,Mwane,21/08/2019,5,0,6
Wete,Chwale,Rige,21/08/2019,4,0,4
Wete,Piki,Tundwa,21/08/2019,3,0,3
Wete,Piki,Tundwa,21/08/2019,3,0,3
Wete,Piki,Tundwa,21/08/2019,3,0,3
Wete,Piki,Tundwa,21/08/2019,2,0,2
Wete,Piki,Tundwa,21/08/2019,0,0,0
Wete,Piki,Tundwa,21/08/2019,0,0,0
Wete,Piki,Tundwa,21/08/2019,0,0,0
Wete,Piki,Piki,21/08/2019,2,0,2
Wete,Piki,Tandavili,21/08/2019,7,0,10
Wete,Piki,Bwagamoyo,21/08/2019,2,0,2
Wete,Mzambarauni,Krosini,21/08/2019,2,0,2
Wete,Mzambarauni,Machengwe,21/08/2019,2,0,2
Wete,Pembeni,Pembeni,21/08/2019,4,0,4
Wete,Pembeni,Pembeni,21/08/2019,2,0,2
Wete,Pembeni,Pembeni,21/08/2019,3,0,3
Wete,Pembeni,Pembeni,21/08/2019,8,0,8
Wete,Pembeni,Pembeni,21/08/2019,2,0,2
Wete,Pembeni,Pembeni,21/08/2019,2,0,2
Wete,Shengejuu,Shengejuu,22/08/2019,6,0,6
Wete,Shengejuu,Shengejuu,22/08/2019,3,0,4
Wete,Shengejuu,Pembeni,22/08/2019,1,0,2
Wete,Kangagani,Kangagani,22/08/2019,5,0,5
Wete,Kiuyu Kigongoni,Mjini Kiuyu,22/08/2019,6,0,6
Wete,Kiuyu Kigongoni,Kigongoni,22/08/2019,2,0,2
Wete,Kiuyu Kigongoni,Minungwini,22/08/2019,0,0,2
Wete,Kiuyu Kigongoni,Tondooni,22/08/2019,0,0,3
Wete,Kiuyu Kigongoni,Minungwini,22/08/2019,0,0,8
Wete,Kojani,Mji Mpya,22/08/2019,0,0,3
Wete,Kojani,Shule Mpya,22/08/2019,1,0,1
Wete,Mpambani,Mpambani,22/08/2019,1,0,2
Wete,Mpambani,Mpambani,22/08/2019,6,0,6
Wete,Kambini,Bondeni,22/08/2019,0,0,1
Wete,Kambini,Bondeni,22/08/2019,5,0,7
Wete,Maziwani,Kiguweni,22/08/2019,2,0,2
Wete,Maziwani,Ukonga,22/08/2019,1,0,1
Wete,Kisiwani,M.Moja,22/08/2019,4,0,5
Wete,Kisiwani,Kisiwani,22/08/2019,6,0,6
Wete,Kisiwani,Kisiwani,22/08/2019,1,0,1
Wete,Kisiwani,Kisiwani,22/08/2019,4,0,5
Wete,Kinyakani,Kinyikani,22/08/2019,3,0,4
Wete,Kinyakani,Kinyikani,22/08/2019,1,0,1
Wete,Kinyakani,Kinyikani,22/08/2019,4,0,4
Wete,Kinyakani,Kichakani,22/08/2019,4,0,4
Wete,Kinyakani,Hindi,22/08/2019,3,0,3
Wete,Kinyakani,Hindi,22/08/2019,2,0,2
Wete,Kiungoni,Kiungoni,23/08/2019,5,0,5
Wete,Kiungoni,Kiungoni,23/08/2019,4,0,4
Wete,Kiungoni,Kiungoni,23/08/2019,5,0,5
Wete,Mjananza,Mjananza,23/08/2019,6,0,6
Wete,Mjananza,Kilimni,23/08/2019,3,0,3
Wete,Ukunjwi,Chanjaani,23/08/2019,3,0,4
Wete,Ukunjwi,Chanjaani,23/08/2019,0,0,6
Wete,Ukunjwi,Chanjaani,23/08/2019,0,0,1
Wete,Ukunjwi,Ukunjwi,23/08/2019,3,0,3
Wete,Ukunjwi,Ukunjwi,23/08/2019,2,0,2
Wete,Ukunjwi,Ukunjwi,23/08/2019,2,0,4
Wete,Ukunjwi,Ukunjwi,23/08/2019,2,0,4
Wete,Ukunjwi,Chozi,23/08/2019,4,0,4
Wete,Ukunjwi,Ukunjwi,23/08/2019,0,0,2
Wete,Ukunjwi,Ukunjwi,23/08/2019,0,0,1
Wete,Ukunjwi,Ukunjwi,23/08/2019,5,0,5
Wete,Ukunjwi,Lawa lawa,23/08/2019,1,0,1
Wete,Mzambarauni,Machengwe,23/08/2019,2,0,3
Wete,Mzambarauni,M. Takao,23/08/2019,2,0,3
Wete,Fundo,Fundo Mabaani,24/08/2019,1,0,1
Wete,Fundo,Fundo Ndooni,24/08/2019,1,0,1
Wete,Fundo,Fundo Ndooni,24/08/2019,6,0,8
Wete,Fundo,Fundo Ndooni,24/08/2019,1,0,1
Wete,Fundo,Fundo Ndooni,24/08/2019,3,0,3
Wete,Fundo,Fundo Ndooni,24/08/2019,1,0,1
Wete,Fundo,Fundo Ndooni,24/08/2019,3,0,3
Wete,Fundo,Kimeleani,24/08/2019,3,0,4
Wete,Fundo,Kimeleani,24/08/2019,1,0,3
Wete,Fundo,Kimeleani,24/08/2019,1,0,3
Wete,Fundo,Fundo Ndooni,24/08/2019,1,0,1
Wete,Fundo,Ngadu,24/08/2019,3,0,3
Wete,Fundo,Ngadu,24/08/2019,1,0,1
Wete,Fundo,Ngadu,24/08/2019,6,0,6
Wete,Fundo,Ngadu,24/08/2019,1,0,1
Wete,Fundo,Ngadu,24/08/2019,1,0,1
Wete,Fundo,Ngadu,24/08/2019,3,0,3
Mkoani,Minazini,,8/1/2010,6,0,0
Mkoani,Jombwe,,8/1/2010,7,0,0
Mkoani,Chole,,9/1/2010,6,0,0
Mkoani,Dodo,,9/1/2010,11,0,0
Mkoani,Mwambe,,9/1/2010,9,0,0
Mkoani,Makombeni,,10/1/2010,5,0,0
Mkoani,Ukutini,,10/1/2010,3,0,0
Mkoani,Stahabu,,11/1/2010,8,0,0
Mkoani,Michenzani,,8/1/2010,6,0,0
Mkoani,Mjimbini,,9/1/2010,10,0,0
Mkoani,Mkanyageni,,9/1/2010,7,0,0
Mkoani,Ngwachani,,10/1/2010,13,0,0
Mkoani,Kangani,,11/1/2010,8,0,0
Mkoani,Mizingani,,11/1/2010,12,0,0
Mkoani,Chumbageni,,9/1/2010,13,0,0
Mkoani,Kengeja,,9/1/2010,15,0,0
Chakechake,Kibokoni,,9/1/2010,9,0,0
Chakechake,Pujini,,10/1/2010,7,0,0
Chakechake,Wesha,,8/1/2010,8,0,0
Chakechake,Ngambwa,,8/1/2010,8,0,0
Chakechake,Dodo,,8/1/2010,10,0,0
Chakechake,Kichungwani,,8/1/2010,14,0,0
Chakechake,Mvumoni,,8/1/2010,13,0,0
Chakechake,Chanjaani,,8/1/2010,15,0,0
Chakechake,Matale,,9/1/2010,37,0,0
Chakechake,Mjini ole,,9/1/2010,9,0,0
Chakechake,Mchanga mrima,,9/1/2010,9,0,0
Chakechake,Ole,,9/1/2010,24,0,0
Chakechake,Uwandani,,9/1/2010,12,0,0
Chakechake,Chonga,,9/1/2010,13,0,0
Chakechake,Mgogoni,,11/1/2010,18,0,0
Chakechake,Vitongoji,,11/1/2010,15,0,0
Chakechake,Ng'ambwa,,11/1/2010,14,0,0
Chakechake,Ndagoni,,9/1/2010,16,0,0
Chakechake,Wawi,,9/1/2010,40,0,0
Chakechake,Ziwani,,9/1/2010,22,0,0
Micheweni,Tumbe Magharibi,,9/1/2010,21,0,0
Micheweni,Muhogoni,,11/1/2010,8,0,0
Micheweni,Wingwi Mapofu,,9/1/2010,10,0,0
Micheweni,Kipange,,10/1/2010,7,0,0
Micheweni,Konde,,10/1/2010,14,0,0
Wete,Gando,,9/1/2010,16,0,0
Wete,Kinyasini,,9/1/2010,11,0,0
Wete,Mtambwe Kaskazini,,9/1/2010,25,0,0
Wete,Kisiwani,,10/1/2010,9,0,0
Wete,Mlindo,,10/1/2010,12,0,0
Wete,Piki,,9/1/2010,13,0,0
Wete,Mgogoni,,9/1/2010,18,0,0
Wete,Finya,,10/1/2010,12,0,0
Wete,Limbani,,10/1/2010,10,0,0
Wete,Pandani,,11/1/2010,18,0,0
Wete,Shengejuu,,10/1/2010,12,0,0
Wete,Mzambarau Takao,,10/1/2010,11,0,0
Wete,Junguni,,11/1/2010,18,0,0
Wete,Fundo,,11/1/2010,8,0,0
